body_length,channels,delivery_method,fb_published,has_analytics,has_header,has_logo,name_length,num_order,num_payouts,sale_duration,user_age,venue_latitude,venue_longitude,payee_name_fruad,domain_fruad,venue_state_fruad,venue_country_fruad,venue_address_fraud,user_type_fruad,event_pubtostart,nogts,has_img,percent_caps,name_lessthantwo,percent_exc,has_bar,has_city,has_club,has_dj,has_events,has_live,has_nyc,has_open,has_party,has_place,has_contact,has_group,has_life,has_registration,has_session,has_social,has_training,has_work,has_workshop,has_orgdesc,has_fbkcateg,has_twitteracctnum,has_url,has_prev_payout,org_name_naughty_list,num_of_tickets,total_number_of_tickets_for_sale,total_ticket_costs,number_of_tickets_sold
7933,8,1.0,0,0,0.0,1,60,2,4,71.0,814,32.731589,-97.321489,0,0,1,1,0,True,71.0,False,False,0.2,False,0.0952380952381,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,1,False,4,80,9711.2,7
7138,5,1.0,0,0,0.0,1,88,16,13,62.0,465,37.421022,-122.1421069,1,0,1,1,0,True,62.0,False,True,0.159090909091,False,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,False,2,70,2400.0,21
10057,11,0.0,1,0,0.0,1,22,9,1,51.0,197,34.100945,-118.332378,0,0,1,1,0,True,51.0,False,False,0.136363636364,False,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,1,False,2,2000,225000.0,58
1615,6,0.0,0,0,1.0,1,56,143,656,56.0,371,40.79526,-73.317442,0,0,1,1,0,True,56.0,False,True,0.160714285714,False,0.0,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,1,False,1,600,6000.0,237
1595,6,0.0,0,0,1.0,1,60,90,476,32.0,371,42.553499,-70.845015,0,0,1,1,0,True,32.0,False,True,0.116666666667,False,0.0,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,1,False,1,250,2500.0,186
148,5,0.0,0,0,0.0,1,46,2,0,19.0,3,43.2548688,-70.7689819,0,1,0,1,0,True,19.0,False,True,0.108695652174,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,1,100,1000.0,3
3387,11,1.0,1,1,0.0,1,39,8,6,185.0,709,49.1845806,-123.106135,1,0,1,1,0,True,184.0,False,True,0.153846153846,False,0.125,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,False,1,50,23704.0,8
6045,6,1.0,0,0,0.0,1,25,181,1,19.0,125,37.768121,-122.403359,1,0,1,1,0,True,19.0,False,False,0.12,False,0.0833333333333,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,1,False,4,994,157380.0,281
3530,6,1.0,1,0,1.0,1,38,54,0,38.0,2,48.8425799,2.3277822,1,0,1,1,0,True,38.0,False,False,0.131578947368,False,0.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,1,False,35,7389,79552.0,1551
452,5,0.0,0,0,0.0,1,32,1,10,27.0,383,29.7815499,-95.4496345,0,0,1,1,0,True,27.0,False,False,0.125,False,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,False,1,1,100.0,1
810,8,1.0,0,0,0.0,1,60,12,55,35.0,454,32.2960268,-110.9696206,0,0,1,1,0,True,34.0,False,False,0.116666666667,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,False,1,40,376.0,23
1483,6,0.0,0,0,1.0,1,75,54,1,27.0,109,33.6447519,-117.6845508,0,0,1,1,0,True,27.0,False,False,0.133333333333,False,0.153846153846,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,1,False,2,125,2155.0,97
3254,8,1.0,1,0,0.0,1,67,2,79,46.0,536,45.217238,-93.278722,1,1,1,1,0,True,46.0,False,False,0.10447761194,False,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,1,False,1,15,750.0,2
870,11,0.0,0,0,0.0,0,48,1,0,0.0,42,40.750228,-73.983714,1,1,1,1,1,True,0.0,False,False,0.145833333333,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,2,35,9500.0,2
475,5,1.0,0,0,0.0,1,58,227,5,34.0,259,41.8703314,-87.6235742,0,0,1,1,0,True,34.0,False,True,0.120689655172,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1,False,1,600,5076.0,599
1083,11,1.0,1,1,1.0,1,134,4,26,100.0,245,29.7488343,-95.4566463,1,0,1,1,0,True,99.0,False,False,0.10447761194,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,False,7,4090,4316550.1,4
1901,5,0.0,0,0,0.0,1,28,44,3,16.0,863,34.1015781,-118.3357381,1,1,1,1,0,True,15.0,False,False,0.428571428571,False,0.4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,2,600,15000.0,67
326,0,1.0,1,0,0.0,0,17,402,0,13.0,608,35.990016,-78.891405,0,1,1,1,0,True,13.0,False,True,0.176470588235,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,3,1400,45860.0,484
6833,12,0.0,0,0,0.0,1,60,3,3,13.0,219,37.7749295,-122.4194155,1,0,1,1,1,True,13.0,False,True,0.383333333333,False,0.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,1,False,4,260,3200.0,69
6433,0,1.0,0,0,0.0,1,47,26,2,20.0,205,37.430978,-122.085207,1,1,1,1,0,True,20.0,False,False,0.191489361702,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1,False,1,50,1138.0,29
1624,8,1.0,0,0,0.0,1,15,2,6,26.0,161,42.3538484,-71.0442764,1,0,1,1,0,True,25.0,False,False,0.133333333333,False,0.0909090909091,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,4,130,2250.0,36
2102,8,1.0,0,0,0.0,1,55,48,0,21.0,0,49.2885289,-123.111389,1,0,0,1,0,True,21.0,False,True,0.145454545455,False,0.571428571429,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1,False,1,200,12962.0,125
1925,11,0.0,0,0,0.0,1,28,10,1,38.0,247,35.605058,-82.553465,0,0,1,1,0,True,38.0,False,False,0.0357142857143,False,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,False,5,336,10496.5,12
7694,11,1.0,0,1,0.0,1,28,16,4,60.0,620,41.468405,-81.846005,0,0,1,1,0,True,60.0,False,True,0.0714285714286,False,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,1,False,10,1100,36111.8,266
3514,5,0.0,0,0,0.0,1,47,78,1,9.0,39,38.8986251,-77.0223932,1,0,1,1,0,True,9.0,False,True,0.170212765957,False,0.117647058824,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,1,False,1,110,1650.0,109
1751,11,1.0,0,0,0.0,1,79,23,0,120.0,931,39.7671146,-86.1672915,0,0,1,1,0,True,120.0,False,False,0.126582278481,False,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,1,False,4,11200,9676807.0,65
3164,8,3.0,1,0,0.0,1,28,1,0,68.0,0,34.262454,-118.668675,1,0,1,1,0,True,67.0,False,True,0.107142857143,False,0.25,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,1,False,3,210,0.0,54
445,8,0.0,0,0,0.0,1,44,2,0,12.0,384,34.7124081,-86.6506455,1,0,1,1,0,True,11.0,False,False,0.0909090909091,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,5,600,14000.0,14
1837,8,0.0,0,0,0.0,1,48,20,0,18.0,89,41.571536,-93.779404,0,1,0,1,0,True,18.0,False,False,0.125,False,0.62962962963,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,1,False,1,200,0.0,20
9466,11,0.0,0,0,0.0,1,82,1,1,0.0,62,41.991468,-87.861865,0,0,1,1,0,True,0.0,False,True,0.121951219512,False,0.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,1,False,4,301,16545.0,1
924,6,1.0,0,0,0.0,1,41,2,2,36.0,132,51.5915169,-0.0104648,1,0,1,1,0,True,36.0,False,False,0.0975609756098,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,2,120,1350.0,2
4179,11,0.0,1,0,0.0,1,49,30,1,61.0,318,39.993626,-82.939708,1,1,1,1,0,True,60.0,False,True,0.122448979592,False,0.037037037037,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,False,3,10100,1791.0,55
1646,11,0.0,0,0,0.0,1,15,1,39,97.0,120,33.8648032,-84.4656801,1,0,1,1,0,True,96.0,False,False,0.133333333333,False,0.0769230769231,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,False,1,20,100.0,1
7972,6,0.0,0,0,0.0,1,254,15,0,24.0,13,38.9198014,-76.9726921,1,0,1,1,0,True,23.0,False,False,0.38188976378,False,0.181818181818,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,4,1100,46000.0,26
1486,6,0.0,1,0,0.0,1,22,6,0,66.0,259,33.9593381,-84.3652891,0,1,1,1,0,True,66.0,False,False,0.181818181818,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,1,500,5000.0,9
1916,11,0.0,0,0,0.0,1,36,25,0,56.0,718,42.3525011,-71.0602416,1,0,1,1,0,True,56.0,False,True,0.25,False,0.25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1,False,1,130,6013.8,30
5325,11,1.0,0,1,0.0,1,23,82,0,49.0,0,52.5090667,-1.9638917,1,0,1,1,0,True,49.0,False,False,0.217391304348,False,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,1,False,6,325,22845.0,92
1167,13,0.0,0,0,1.0,0,78,16,4,53.0,383,50.8249482,-0.1394447,1,1,1,1,0,True,53.0,False,False,0.589743589744,False,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1,False,1,100,593.0,33
1239,8,1.0,0,1,0.0,1,21,7,21,219.0,90,51.500179,-0.0947826,1,0,1,1,0,True,219.0,False,False,0.0952380952381,False,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,1,False,3,75,8437.5,8
1615,6,1.0,0,0,1.0,1,57,48,1034,56.0,553,38.8962024,-77.2846915,0,0,1,1,0,True,56.0,False,True,0.157894736842,False,0.0,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,1,False,1,300,3000.0,84
6463,5,0.0,0,0,0.0,1,9,15,15,47.0,312,51.5186625,-0.1662372,1,0,1,1,0,True,47.0,False,False,1.0,False,0.0232558139535,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,False,1,False,3,800,0.0,84
3648,8,1.0,0,0,0.0,1,17,4,0,71.0,0,37.0553079,-84.6278381,1,0,1,1,0,True,70.0,False,True,0.941176470588,False,0.241379310345,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,1,False,4,1400,14000.0,8
191,12,0.0,0,0,0.0,1,45,16,1,17.0,0,45.4804569,-75.5111222,1,0,1,1,0,True,16.0,False,True,0.0888888888889,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,2,200,2000.0,28
5259,5,0.0,1,0,0.0,1,9,16,17,28.0,380,51.5186625,-0.1662372,1,0,1,1,0,True,28.0,False,False,1.0,False,0.0294117647059,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,1,False,5,400,0.0,38
4765,6,0.0,0,0,0.0,1,139,392,2,13.0,536,37.783223,-122.396472,1,1,1,1,0,True,13.0,False,False,0.36690647482,False,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,False,7,497,8915.0,491
2075,11,1.0,0,0,0.0,1,14,113,0,62.0,63,40.4435037,-79.9415706,0,0,1,1,0,True,61.0,False,False,0.214285714286,False,0.2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,1,False,16,833,39912.41,803
3914,6,0.0,0,0,0.0,1,24,2,0,8.0,166,-28.6499862,153.6129863,1,0,0,1,0,True,8.0,False,False,0.166666666667,False,0.04,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,1,False,1,100,1285.0,2
0,5,0.0,0,0,0.0,1,7,17,2,8.0,47,39.013439,-77.373092,1,0,1,1,0,True,8.0,False,False,0.285714285714,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,1,34,1190.0,34
4873,5,0.0,1,0,0.0,1,46,1,0,34.0,460,26.3487337,-80.0859228,1,1,1,1,0,True,34.0,False,False,0.282608695652,False,0.294117647059,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,1,False,1,300,9000.0,2
4352,5,0.0,0,0,0.0,1,119,2,0,42.0,108,38.5828322,-121.5055329,1,1,1,1,0,True,42.0,False,False,0.109243697479,False,0.0909090909091,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,1,300,4500.0,4
7583,6,0.0,1,0,0.0,1,26,2,0,10.0,372,40.7577118,-73.9926255,1,0,1,1,0,True,9.0,False,False,0.153846153846,False,0.106666666667,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,1,False,1,50,250.0,1
1386,8,1.0,0,0,0.0,1,57,36,0,25.0,379,49.2820992,-123.107617,1,0,0,1,0,True,25.0,False,False,0.122807017544,False,0.0769230769231,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,1,False,2,100,1000.0,39
0,13,0.0,1,0,0.0,1,31,3,0,20.0,0,39.308752,-76.716174,1,1,1,1,1,True,20.0,False,False,0.870967741935,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,False,1,50,1500.0,0
4154,8,0.0,1,1,1.0,1,81,2,6,71.0,36,33.1923219,-117.2565305,0,0,1,1,0,True,70.0,False,False,0.172839506173,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,1,False,1,33,279.18,7
756,6,0.0,0,0,1.0,1,28,3,0,100.0,0,38.3589075,-121.9847528,1,0,1,1,0,True,99.0,False,True,0.142857142857,False,0.285714285714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1,False,2,250,3531.5,4
1631,11,0.0,0,0,0.0,1,22,2,0,20.0,86,52.0348069,1.1248118,1,1,0,1,1,True,20.0,False,False,0.136363636364,False,0.2,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,1,False,4,300,2092.5,2
3188,11,1.0,0,1,1.0,1,81,10,23,25.0,1185,51.5265315,-0.1313953,1,0,1,1,0,True,25.0,False,False,0.111111111111,False,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,False,6,110,1227.0,68
1934,11,1.0,1,0,0.0,1,106,2,0,21.0,710,50.735275,-1.838333,1,0,0,1,0,True,21.0,False,False,0.0754716981132,False,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,1,False,1,12,105.0,2
666,0,0.0,0,0,0.0,1,18,4,0,14.0,0,40.7236319,-73.9970501,1,0,1,1,0,True,14.0,False,False,0.222222222222,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,1,40,10000.0,30
1733,8,3.0,0,0,1.0,1,53,12,18,15.0,533,42.360794,-71.129056,1,0,0,1,0,True,15.0,False,False,0.11320754717,False,0.15,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,False,2,250,2500.0,43
7057,9,1.0,0,0,1.0,1,52,220,13,281.0,1,39.5595198,-120.8276966,1,0,1,1,1,True,280.0,False,False,0.115384615385,False,0.0588235294118,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,6,1595,85075.0,243
3761,6,0.0,0,0,0.0,1,37,3,0,29.0,724,49.2814968,-123.0745067,1,1,0,1,0,True,29.0,False,False,0.135135135135,False,0.0,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1,False,1,40,400.0,4
8452,11,0.0,0,0,0.0,1,32,23,0,28.0,0,38.911614,-77.044963,1,0,1,1,0,True,28.0,False,True,0.125,False,0.0666666666667,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1,False,1,140,4900.0,28
7825,10,1.0,0,1,1.0,0,54,1,658,48.0,1144,27.49616,-82.6434772,1,0,1,1,0,True,47.0,False,True,0.296296296296,False,0.103896103896,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,True,True,False,1,False,3,6,692.8,2
420,5,0.0,0,0,0.0,1,27,19,4,44.0,608,42.343156,-71.086502,0,1,1,1,0,True,44.0,False,True,0.148148148148,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,2,400,7500.0,40
8131,8,1.0,0,1,0.0,1,47,8,85,114.0,456,53.4613545,-113.5387055,1,0,0,1,0,True,113.0,False,True,0.127659574468,False,0.047619047619,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,1,False,1,12,2949.12,9
6127,8,1.0,0,0,0.0,1,113,1,14,158.0,247,38.6293331,-90.2066122,1,0,1,1,0,True,157.0,False,False,0.194690265487,False,0.206896551724,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,1,False,2,2,2589.4,1
4136,8,0.0,0,0,0.0,1,30,1,0,58.0,56,-37.766694,144.9602785,1,1,1,1,0,True,57.0,False,False,0.133333333333,False,0.0,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,1,False,2,12,450.0,1
1061,6,0.0,1,0,0.0,1,31,1,1,43.0,53,34.06393,-118.22377,1,1,1,1,0,True,42.0,False,True,0.225806451613,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,1,False,1,50,188.0,2
1314,6,0.0,0,0,1.0,1,45,20,58,55.0,211,47.6143801,-122.3170309,0,0,1,1,0,True,55.0,False,False,0.2,False,0.1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,3,170,2140.0,77
1483,6,0.0,1,0,0.0,1,49,2,10,9.0,682,37.654891,-77.61355,0,0,1,1,0,True,8.0,False,True,0.102040816327,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,1,False,4,530,4800.0,12
1860,5,1.0,0,0,1.0,0,20,110,1,22.0,359,37.7868231,-122.4003394,0,0,1,1,0,True,22.0,False,True,0.25,False,0.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,False,4,206,8400.0,198
2219,11,1.0,0,0,0.0,1,77,15,6,3.0,919,37.787429,-122.399384,1,0,1,1,0,True,3.0,False,True,0.285714285714,False,0.111111111111,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,1,False,1,100000,0.0,15
12479,8,0.0,0,0,0.0,1,46,7,1,46.0,1103,42.2478113,-71.0013995,1,1,1,1,0,True,46.0,False,True,0.652173913043,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,2,360,6900.0,10
545,11,1.0,1,0,1.0,1,41,39,0,113.0,0,29.2688474,-94.8226644,1,1,1,1,0,True,113.0,False,False,0.121951219512,False,0.666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,14,30792,583750.0,80
8970,5,0.0,0,0,1.0,1,68,2,36,10.0,196,37.7832072,-122.3963954,1,1,1,1,0,True,10.0,False,True,0.147058823529,False,0.031746031746,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,1,False,1,30,450.0,3
775,11,1.0,1,0,1.0,0,48,1,0,25.0,699,35.388063,-80.502267,1,1,1,1,1,True,25.0,False,False,0.145833333333,False,0.125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,False,1,10,1407.6,1
2134,5,1.0,0,0,1.0,1,17,11,2,27.0,398,37.7868231,-122.4003394,0,0,1,1,0,True,27.0,False,True,0.117647058824,False,0.142857142857,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1,False,1,50,750.0,17
6540,6,1.0,1,0,1.0,0,59,3,71,270.0,823,42.6322926,-82.9735003,1,0,1,1,0,True,269.0,False,True,0.372881355932,False,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,1,False,1,9,449.91,9
7212,8,0.0,0,0,0.0,1,58,1,3,49.0,129,34.0530398,-84.4493617,1,1,1,1,0,True,48.0,False,True,0.120689655172,False,0.0666666666667,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,True,True,False,True,False,1,False,1,300,54984.0,1
2547,0,0.0,0,0,0.0,1,44,7,19,15.0,332,32.059104,-81.164018,1,0,1,1,0,True,15.0,False,False,0.0909090909091,False,0.0357142857143,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,1,100,373.0,10
911,5,0.0,0,0,0.0,1,62,2,0,13.0,99,29.2259906,-81.0103523,1,0,1,1,0,True,12.0,False,True,0.177419354839,False,0.375,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,4,168,2586.0,6
3827,11,0.0,0,0,0.0,1,46,98,1,16.0,480,38.8942311,-77.0234782,0,1,1,1,0,True,16.0,False,True,0.173913043478,False,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,2,150,5000.0,141
181,0,0.0,0,0,0.0,1,39,23,0,30.0,440,53.4742705,-2.2408979,1,0,1,1,0,True,30.0,False,True,0.128205128205,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,1,70,283.5,29
8622,11,1.0,0,1,0.0,1,93,24,0,86.0,65,52.9851827,-2.1284379,1,0,1,1,0,True,86.0,False,False,0.10752688172,False,0.0625,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,1,False,3,51,1667.4,49
9690,11,0.0,0,0,0.0,1,19,14,3,38.0,594,52.4610938,-1.6520564,1,0,1,1,0,True,37.0,False,True,0.157894736842,False,0.105263157895,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,1,False,1,100,9053.0,15
